,Sentence,sentiment,Sentiment Score,Subjectivity
1389,I just feel terribly.” “.,0.0,-1.0,1.0
1390,.,0.0,0.0,0.0
1391,.,0.0,0.0,0.0
1392,.,0.0,0.0,0.0
1393,.,0.0,0.0,0.0
1394,.” the drummer chanted.,0.0,0.0,0.0
1395,Then turned to his sticks.,0.0,0.0,0.0
1396,"“Want to go?” I had the feeling as in a nightmare of it all being something repeated, something I had been through and that now I must go through again.",0.128,0.0,0.0
1397,“.,0.0,0.0,0.0
1398,.,0.0,0.0,0.0
1399,.,0.0,0.0,0.0
1400,.,0.0,0.0,0.0
1401,.,0.0,0.0,0.0
1402,.” the drummer sang softly.,0.0,0.1,0.35
1403,"“Let’s go,” said Brett.",0.0,0.0,0.0
1404,“You don’t mind.” “.,0.0,0.0,0.0
1405,.,0.0,0.0,0.0
1406,.,0.0,0.0,0.0
1407,.,0.0,0.0,0.0
1408,.,0.0,0.0,0.0
1409,.” the drummer shouted and grinned at Brett.,0.2732,0.0,0.0
1410,"“All right,” I said.",0.0,0.2857142857142857,0.5357142857142857
1411,We got out from the crowd.,0.0,0.0,0.0
1412,Brett went to the dressing-room.,0.0,0.0,0.0
1413,"“Brett wants to go,” I said to the count.",0.0,0.2,0.1
1414,He nodded.,0.0,0.0,0.0
1415,“Does she?,0.0,0.0,0.0
1416,That’s fine.,0.2023,0.4166666666666667,0.5
1417,You take the car.,0.0,0.0,0.0
1418,"I’m going to stay here for a while, Mr. Barnes.” We shook hands.",-0.1027,0.0,0.0
1419,"“It was a wonderful time,” I said.",0.5719,1.0,1.0
1420,“I wish you would let me get this.” I took a note out of my pocket.,0.4019,0.0,0.0
1421,“Mr.,0.0,0.0,0.0
1422,"Barnes, don’t be ridiculous,” the count said.",0.0,-0.3333333333333333,1.0
1423,Brett came over with her wrap on.,0.0,0.0,0.0
1424,She kissed the count and put her hand on his shoulder to keep him from standing up.,0.7003,0.0,0.0
1425,As we went out the door I looked back and there were three girls at his table.,0.0,0.0,0.0
1426,We got into the big car.,0.0,0.0,0.1
1427,Brett gave the chauffeur the address of her hotel.,0.0,0.0,0.0
1428,"“No, don’t come up,” she said at the hotel.",0.0,0.0,0.0
1429,She had rung and the door was unlatched.,0.0,0.0,0.0
1430,“Really?” “No.,0.0,-0.1,0.2
1431,"Please.” “Good night, Brett,” I said.",0.0,0.7,0.6000000000000001
1432,"“I’m sorry you feel rotten.” “Good night, Jake.",-0.0772,0.09999999999999998,0.8
1433,"Good night, darling.",0.7717,0.7,0.6000000000000001
1434,I won’t see you again.” We kissed standing at the door.,0.3818,0.0,0.0
1435,She pushed me away.,0.0,0.0,0.0
1436,We kissed again.,0.3818,0.0,0.0
1437,"“Oh, don’t!” Brett said.",0.0,0.0,0.0
1438,She turned quickly and went into the hotel.,0.0,0.3333333333333333,0.5
1439,The chauffeur drove me around to my flat.,0.0,-0.025,0.125
1440,"I gave him twenty francs and he touched his cap and said: “Good night, sir,” and drove off.",0.0,0.7,0.6000000000000001
1441,I rang the bell.,0.0,0.0,0.0
1442,The door opened and I went up-stairs and went to bed.,0.0,0.0,0.0
1443,CHAPTER                                    8  I did not see Brett again until she came back from San Sebastian.,0.0,0.0,0.0
1444,One card came from her from there.,0.0,0.0,0.0
1445,"It had a picture of the Concha, and said: “Darling.",0.0,0.0,0.0
1446,Very quiet and healthy.,0.4522,0.25,0.4666666666666667
1447,Love to all the chaps.,0.6369,0.5,0.6
1448,BRETT.” Nor did I see Robert Cohn again.,0.0,0.0,0.0
1449,"I heard Frances had left for England and I had a note from Cohn saying he was going out in the country for a couple of weeks, he did not know where, but that he wanted to hold me to the fishing-trip in Spain we had talked about last winter.",0.0,0.0,0.03333333333333333
1450,"I could reach him always, he wrote, through his bankers.",0.0258,0.0,0.0
1451,"Brett was gone, I was not bothered by Cohn’s troubles, I rather enjoyed not having to play tennis, there was plenty of work to do, I went often to the races, dined with friends, and put in some extra time at the office getting things ahead so I could leave it in charge of my secretary when Bill Gorton and I should shove off to Spain the end of June.",0.4306,0.25,0.39999999999999997
1452,"Bill Gorton arrived, put up a couple of days at the flat and went off to Vienna.",0.0,-0.025,0.125
1453,He was very cheerful and said the States were wonderful.,0.8173,0.76,1.0
1454,New York was wonderful.,0.5719,0.5681818181818181,0.7272727272727273
1455,There had been a grand theatrical season and a whole crop of great young light heavyweights.,0.7964,0.3333333333333333,0.5416666666666666
1456,"Any one of them was a good prospect to grow up, put on weight and trim Dempsey.",0.6249,0.7,0.6000000000000001
1457,Bill was very happy.,0.6115,1.0,1.0
1458,"He had made a lot of money on his last book, and was going to make a lot more.",0.0,0.25,0.2833333333333333
1459,"We had a good time while he was in Paris, and then he went off to Vienna.",0.4404,0.7,0.6000000000000001
1460,He was coming back in three weeks and we would leave for Spain to get in some fishing and go to the fiesta at Pamplona.,0.4404,0.0,0.0
1461,He wrote that Vienna was wonderful.,0.5719,1.0,1.0
1462,"Then a card from Budapest: “Jake, Budapest is wonderful.” Then I got a wire: “Back on Monday.” Monday evening he turned up at the flat.",0.0,0.325,0.375
1463,I heard his taxi stop and went to the window and called to him; he waved and started up-stairs carrying his bags.,-0.296,0.0,0.0
1464,"I met him on the stairs, and took one of the bags.",0.0,0.0,0.0
1465,"“Well,” I said, “I hear you had a wonderful trip.” “Wonderful,” he said.",0.5719,1.0,1.0
1466,"“Budapest is absolutely wonderful.” “How about Vienna?” “Not so good, Jake.",0.5777,0.85,0.8
1467,Not so good.,-0.3865,0.7,0.6000000000000001
1468,It seemed better than it was.” “How do you mean?” I was getting glasses and a siphon.,0.4404,0.09375,0.59375
1469,"“Tight, Jake.",0.0,-0.17857142857142858,0.2857142857142857
1470,I was tight.” “That’s strange.,-0.2023,-0.1142857142857143,0.21785714285714286
1471,Better have a drink.” Bill rubbed his forehead.,0.4404,0.5,0.5
1472,"“Remarkable thing,” he said.",0.0,0.75,0.75
1473,“Don’t know how it happened.,0.0,0.0,0.0
1474,"Suddenly it happened.” “Last long?” “Four days, Jake.",0.0,-0.016666666666666666,0.32222222222222224
1475,Lasted just four days.” “Where did you go?” “Don’t remember.,0.0,0.0,0.0
1476,Wrote you a post-card.,0.0,0.0,0.0
1477,Remember that perfectly.” “Do anything else?” “Not so sure.,0.4572,0.75,0.9444444444444444
1478,Possible.” “Go on.,0.0,0.0,1.0
1479,Tell me about it.” “Can’t remember.,0.0,0.0,0.0
1480,Tell you anything I could remember.” “Go on.,0.0,0.0,0.0
1481,"Take that drink and remember.” “Might remember a little,” Bill said.",0.0,-0.1875,0.5
1482,“Remember something about a prize-fight.,0.0,0.0,0.0
1483,Enormous Vienna prize-fight.,0.0,0.0,0.9
1484,Had a nigger in it.,-0.6486,0.0,0.0
1485,Remember the nigger perfectly.” “Go on.” “Wonderful nigger.,-0.8625,1.0,1.0
1486,"Looked like Tiger Flowers, only four times as big.",0.3612,0.0,0.55
1487,All of a sudden everybody started to throw things.,0.0,0.0,0.5
1488,Not me.,0.0,0.0,0.0
1489,Nigger’d just knocked local boy down.,0.0,-0.07777777777777779,0.14444444444444446
1490,Nigger put up his glove.,-0.6486,0.0,0.0
1491,Wanted to make a speech.,0.0,0.0,0.0
1492,Awful noble-looking nigger.,-0.8074,-1.0,1.0
1493,Started to make a speech.,0.0,0.0,0.0
1494,Then local white boy hit him.,0.0,0.0,0.0
1495,Then he knocked white boy cold.,0.0,-0.3,0.5
1496,Then everybody commenced to throw chairs.,0.0,0.0,0.0
1497,Nigger went home with us in our car.,-0.6486,0.0,0.0
1498,Couldn’t get his clothes.,0.0,0.0,0.0
1499,Wore my coat.,0.0,0.0,0.0
1500,Remember the whole thing now.,0.0,0.2,0.4
1501,Big sporting evening.” “What happened?” “Loaned the nigger some clothes and went around with him to try and get his money.,-0.6486,0.0,0.1
1502,Claimed nigger owed them money on account of wrecking hall.,-0.6486,0.0,0.0
1503,Wonder who translated?,0.0,0.0,0.0
1504,Was it me?” “Probably it wasn’t you.” “You’re right.,0.0,0.2857142857142857,0.5357142857142857
1505,Wasn’t me at all.,0.0,0.0,0.0
1506,Was another fellow.,0.0,0.0,0.0
1507,Think we called him the local Harvard man.,0.0,0.0,0.0
1508,Remember him now.,0.0,0.0,0.0
1509,"Studying music.” “How’d you come out?” “Not so good, Jake.",0.5777,0.7,0.6000000000000001
1510,Injustice everywhere.,-0.5719,0.0,0.0
1511,Promoter claimed nigger promised let local boy stay.,-0.4215,0.0,0.0
1512,Claimed nigger violated contract.,-0.8271,0.0,0.0
1513,Can’t knock out Vienna boy in Vienna.,0.0,0.0,0.0
1514,"‘My God, Mister Gorton,’ said nigger, ‘I didn’t do nothing in there for forty minutes but try and let him stay.",-0.2732,0.0,0.0
1515,That white boy musta ruptured himself swinging at me.,0.0,0.0,0.0
1516,"I never did hit him.’” “Did you get any money?” “No money, Jake.",0.0,0.0,0.0
1517,All we could get was nigger’s clothes.,0.0,0.0,0.0
1518,"Somebody took his watch, too.",0.0,0.0,0.0
1519,Splendid nigger.,-0.128,0.8333333333333334,1.0
1520,Big mistake to have come to Vienna.,-0.34,0.0,0.1
1521,"Not so good, Jake.",-0.3865,0.7,0.6000000000000001
1522,Not so good.” “What became of the nigger?” “Went back to Cologne.,0.0,0.35,0.30000000000000004
1523,Lives there.,0.0,0.0,0.0
1524,Married.,0.0,0.25,0.25
1525,Got a family.,0.0,0.0,0.0
1526,Going to write me a letter and send me the money I loaned him.,0.0,0.0,0.0
1527,Wonderful nigger.,-0.1531,1.0,1.0
1528,"Hope I gave him the right address.” “You probably did.” “Well, anyway, let’s eat,” said Bill.",0.4404,0.2857142857142857,0.5357142857142857
1529,“Unless you want me to tell you some more travel stories.” “Go on.” “Let’s eat.” We went down-stairs and out onto the Boulevard St. Michel in the warm June evening.,0.296,0.55,0.55
1530,“Where will we go?” “Want to eat on the island?” “Sure.” We walked down the Boulevard.,0.0,0.17222222222222222,0.5888888888888889
1531,At the juncture of the Rue Denfert-Rochereau with the Boulevard is a statue of two men in flowing robes.,0.0,0.0,0.0
1532,“I know who they are.” Bill eyed the monument.,0.0,0.0,0.0
1533,“Gentlemen who invented pharmacy.,0.0,0.0,0.0
1534,Don’t try and fool me on Paris.” We went on.,-0.4404,0.0,0.0
1535,"“Here’s a taxidermist’s,” Bill said.",0.0,0.0,0.0
1536,“Want to buy anything?,0.0,0.0,0.0
1537,"Nice stuffed dog?” “Come on,” I said.",0.4215,0.6,1.0
1538,"“You’re pie-eyed.” “Pretty nice stuffed dogs,” Bill said.",0.4215,0.425,1.0
1539,“Certainly brighten up your flat.” “Come on.” “Just one stuffed dog.,0.4404,0.09464285714285714,0.3482142857142857
1540,I can take ’em or leave ’em alone.,-0.296,0.0,0.0
1541,"But listen, Jake.",0.0,0.0,0.0
1542,Just one stuffed dog.” “Come on.” “Mean everything in the world to you after you bought it.,0.0,-0.3125,0.6875
1543,Simple exchange of values.,0.4019,0.0,0.35714285714285715
1544,You give them money.,0.0,0.0,0.0
1545,They give you a stuffed dog.” “We’ll get one on the way back.” “All right.,0.0,0.14285714285714285,0.26785714285714285
1546,Have it your own way.,0.0,0.6,1.0
1547,Road to hell paved with unbought stuffed dogs.,-0.6808,0.0,0.0
1548,Not my fault.” We went on.,0.0,0.0,0.0
1549,“How’d you feel that way about dogs so sudden?” “Always felt that way about dogs.,0.0,0.0,0.5
1550,Always been a great lover of stuffed animals.” We stopped and had a drink.,0.7906,0.8,0.75
1551,"“Certainly like to drink,” Bill said.",0.3612,0.21428571428571427,0.5714285714285714
1552,"“You ought to try it some times, Jake.” “You’re about a hundred and forty-four ahead of me.” “Ought not to daunt you.",0.0,0.0,0.0
1553,Never be daunted.,0.0,0.0,0.0
1554,Secret of my success.,0.5719,-0.05000000000000002,0.35
1555,Never been daunted.,0.0,0.0,0.0
1556,Never been daunted in public.” “Where were you drinking?” “Stopped at the Crillon.,0.0,0.0,0.06666666666666667
1557,George made me a couple of Jack Roses.,0.0,0.0,0.0
1558,George’s a great man.,0.6249,0.8,0.75
1559,Know the secret of his success?,0.5719,-0.05000000000000002,0.35
1560,Never been daunted.” “You’ll be daunted after about three more pernods.” “Not in public.,0.0,0.25,0.2833333333333333
1561,If I begin to feel daunted I’ll go off by myself.,0.0,0.0,0.0
1562,I’m like a cat that way.” “When did you see Harvey Stone?” “At the Crillon.,0.3612,0.0,0.0
1563,Harvey was just a little daunted.,0.0,-0.1875,0.5
1564,Hadn’t eaten for three days.,0.0,0.0,0.0
1565,Doesn’t eat any more.,0.0,0.5,0.5
1566,Just goes off like a cat.,0.3612,0.0,0.0
1567,Pretty sad.” “He’s all right.” “Splendid.,0.4939,0.21726190476190477,0.8839285714285714
1568,"Wish he wouldn’t keep going off like a cat, though.",0.6369,0.0,0.0
1569,Makes me nervous.” “What’ll we do to-night?” “Doesn’t make any difference.,0.0,0.0,0.0
1570,Only let’s not get daunted.,0.0,0.0,1.0
1571,Suppose they got any hard-boiled eggs here?,0.0,0.0,0.0
1572,"If they had hard-boiled eggs here we wouldn’t have to go all the way down to the island to eat.” “Nix,” I said.",0.0,-0.15555555555555559,0.2888888888888889
1573,"“We’re going to have a regular meal.” “Just a suggestion,” said Bill.",0.0,0.0,0.07692307692307693
1574,“Want to start now?” “Come on.” We started on again down the Boulevard.,0.0,-0.15555555555555559,0.2888888888888889
1575,A horse-cab passed us.,0.0,0.0,0.0
1576,Bill looked at it.,0.0,0.0,0.0
1577,“See that horse-cab?,0.0,0.0,0.0
1578,Going to have that horse-cab stuffed for you for Christmas.,0.0,0.0,0.0
1579,Going to give all my friends stuffed animals.,0.4767,0.0,0.0
1580,"I’m a nature-writer.” A taxi passed, some one in it waved, then banged for the driver to stop.",-0.296,0.0,0.0
1581,The taxi backed up to the curb.,0.0258,0.0,0.0
1582,In it was Brett.,0.0,0.0,0.0
1583,"“Beautiful lady,” said Bill.",0.0,0.85,1.0
1584,“Going to kidnap us.” “Hullo!” Brett said.,0.0,0.0,0.0
1585,“Hullo!” “This is Bill Gorton.,0.0,0.0,0.0
1586,Lady Ashley.” Brett smiled at Bill.,0.5423,0.6,0.2
1587,“I say I’m just back.,0.0,0.0,0.0
1588,Haven’t bathed even.,0.0,0.0,0.0
1589,Michael comes in to-night.” “Good.,0.0,0.7,0.6000000000000001
1590,"Come on and eat with us, and we’ll all go to meet him.” “Must clean myself.” “Oh, rot!",0.4574,0.45833333333333337,0.7000000000000001
1591,Come on.” “Must bathe.,0.0,0.0,0.0
1592,"He doesn’t get in till nine.” “Come and have a drink, then, before you bathe.” “Might do that.",0.0,0.0,0.0
1593,Now you’re not talking rot.” We got in the taxi.,0.0,0.0,0.0
1594,The driver looked around.,0.0,0.0,0.0
1595,"“Stop at the nearest bistro,” I said.",0.0,0.0,0.0
1596,"“We might as well go to the Closerie,” Brett said.",0.2732,0.0,0.0
1597,“I can’t drink these rotten brandies.” “Closerie des Lilas.” Brett turned to Bill.,-0.5106,0.0,0.0
1598,“Have you been in this pestilential city long?” “Just got in to-day from Budapest.” “How was Budapest?” “Wonderful.,0.0,0.475,0.7
1599,"Budapest was wonderful.” “Ask him about Vienna.” “Vienna,” said Bill, “is a strange city.” “Very much like Paris,” Brett smiled at him, wrinkling the corners of her eyes.",0.6369,0.4525,0.40249999999999997
1600,"“Exactly,” Bill said.",0.0,0.25,0.25
1601,"“Very much like Paris at this moment.” “You _have_ a good start.” Sitting out on the terraces of the Lilas Brett ordered a whiskey and soda, I took one, too, and Bill took another pernod.",0.6597,0.48,0.43000000000000005
1602,"“How are you, Jake?” “Great,” I said.",0.0,0.8,0.75
1603,“I’ve had a good time.” Brett looked at me.,0.4404,0.7,0.6000000000000001
1604,"“I was a fool to go away,” she said.",-0.4404,0.0,0.0
1605,"“One’s an ass to leave Paris.” “Did you have a good time?” “Oh, all right.",-0.2023,0.4928571428571428,0.5678571428571428
1606,Interesting.,0.4019,0.5,0.5
1607,"Not frightfully amusing.” “See anybody?” “No, hardly anybody.",0.3089,0.3729166666666667,0.7708333333333333
1608,I never went out.” “Didn’t you swim?” “No.,0.0,0.0,0.0
1609,"Didn’t do a thing.” “Sounds like Vienna,” Bill said.",0.3612,0.0,0.0
1610,Brett wrinkled up the corners of her eyes at him.,0.0,0.0,0.0
1611,“So that’s the way it was in Vienna.” “It was like everything in Vienna.” Brett smiled at him again.,0.7184,0.6,0.2
1612,"“You’ve a nice friend, Jake.” “He’s all right,” I said.",0.7184,0.44285714285714284,0.7678571428571428
1613,"“He’s a taxidermist.” “That was in another country,” Bill said.",0.0,0.0,0.0
1614,"“And besides all the animals were dead.” “One more,” Brett said, “and I must run.",0.0,0.15,0.45
1615,Do send the waiter for a taxi.” “There’s a line of them.,0.0,0.0,0.0
1616,Right out in front.” “Good.” We had the drink and put Brett into her taxi.,0.0,0.4928571428571428,0.5678571428571428
1617,“Mind you’re at the Select around ten.,0.0,0.0,0.0
1618,Make him come.,0.0,0.0,0.0
1619,"Michael will be there.” “We’ll be there,” Bill said.",0.0,0.0,0.0
1620,The taxi started and Brett waved.,0.0,0.0,0.0
1621,"“Quite a girl,” Bill said.",0.0,0.0,0.0
1622,“She’s damned nice.,0.0516,0.6,1.0
1623,"Who’s Michael?” “The man she’s going to marry.” “Well, well,” Bill said.",0.0,0.0,0.0
1624,“That’s always just the stage I meet anybody.,0.0,0.0,0.0
1625,What’ll I send them?,0.0,0.0,0.0
1626,Think they’d like a couple of stuffed race-horses?” “We better eat.” “Is she really Lady something or other?” Bill asked in the taxi on our way down to the Ile Saint Louis.,0.6966,0.1048611111111111,0.34097222222222223
1627,"“Oh, yes.",0.4019,0.0,0.0
1628,"In the stud-book and everything.” “Well, well.” We ate dinner at Madame Lecomte’s restaurant on the far side of the island.",0.0,0.1,1.0
1629,It was crowded with Americans and we had to stand up and wait for a place.,0.0,0.0,0.0
1630,"Some one had put it in the American Women’s Club list as a quaint restaurant on the Paris quais as yet untouched by Americans, so we had to wait forty-five minutes for a table.",0.0,0.0,0.0
1631,"Bill had eaten at the restaurant in 1918, and right after the armistice, and Madame Lecomte made a great fuss over seeing him.",0.6249,0.5428571428571429,0.6428571428571428
1632,"“Doesn’t get us a table, though,” Bill said.",0.0,0.0,0.0
1633,"“Grand woman, though.” We had a good meal, a roast chicken, new green beans, mashed potatoes, a salad, and some apple-pie and cheese.",0.4404,0.10727272727272727,0.6609090909090909
1634,"“You’ve got the world here all right,” Bill said to Madame Lecomte.",0.0,0.2857142857142857,0.5357142857142857
1635,She raised her hand.,0.4939,0.0,0.0
1636,"“Oh, my God!” “You’ll be rich.” “I hope so.” After the coffee and a _fine_ we got the bill, chalked up the same as ever on a slate, that was doubtless one of the “quaint” features, paid it, shook hands, and went out.",0.5707,0.2638888888888889,0.4583333333333333
1637,"“You never come here any more, Monsieur Barnes,” Madame Lecomte said.",0.0,0.5,0.5
1638,“Too many compatriots.” “Come at lunch-time.,0.0,0.5,0.5
1639,It’s not crowded then.” “Good.,0.0,0.7,0.6000000000000001
1640,I’ll be down soon.” We walked along under the trees that grew out over the river on the Quai d’Orléans side of the island.,0.0,-0.15555555555555559,0.2888888888888889
1641,Across the river were the broken walls of old houses that were being torn down.,-0.6249,-0.15185185185185188,0.29629629629629634
1642,"“They’re going to cut a street through.” “They would,” Bill said.",-0.2732,0.0,0.0
1643,We walked on and circled the island.,0.0,0.0,0.0
1644,"The river was dark and a bateau mouche went by, all bright with lights, going fast and quiet up and out of sight under the bridge.",0.4404,0.1875,0.5333333333333333
1645,Down the river was Notre Dame squatting against the night sky.,0.0,-0.15555555555555559,0.2888888888888889
1646,"We crossed to the left bank of the Seine by the wooden foot-bridge from the Quai de Bethune, and stopped on the bridge and looked down the river at Notre Dame.",-0.2263,-0.051851851851851864,0.09629629629629631
1647,"Standing on the bridge the island looked dark, the houses were high against the sky, and the trees were shadows.",0.0,0.0050000000000000044,0.47
1648,"“It’s pretty grand,” Bill said.",0.4939,0.375,1.0
1649,"“God, I love to get back.” We leaned on the wooden rail of the bridge and looked up the river to the lights of the big bridges.",0.6369,0.125,0.175
1650,Below the water was smooth and black.,0.0,0.11666666666666668,0.4666666666666667
1651,It made no sound against the piles of the bridge.,-0.296,-0.2,0.4
1652,A man and a girl passed us.,0.0,0.0,0.0
1653,They were walking with their arms around each other.,0.0,-0.125,0.375
1654,We crossed the bridge and walked up the Rue du Cardinal Lemoine.,0.0,0.0,0.0
1655,"It was steep walking, and we went all the way up to the Place Contrescarpe.",0.0,0.0,0.0
1656,"The arc-light shone through the leaves of the trees in the square, and underneath the trees was an S bus ready to start.",0.3612,0.2,0.5
1657,Music came out of the door of the Negre Joyeux.,0.0,0.0,0.0
1658,Through the window of the Café Aux Amateurs I saw the long zinc bar.,0.0,-0.05,0.4
1659,Outside on the terrace working people were drinking.,0.0,0.0,0.05
1660,In the open kitchen of the Amateurs a girl was cooking potato-chips in oil.,0.0,0.0,0.5
1661,There was an iron pot of stew.,0.0,0.0,0.0
1662,The girl ladled some onto a plate for an old man who stood holding a bottle of red wine in one hand.,0.4939,0.05,0.1
1663,"“Want to have a drink?” “No,” said Bill.",0.0,0.0,0.0
1664,"“I don’t need it.” We turned to the right off the Place Contrescarpe, walking along smooth narrow streets with high old houses on both sides.",0.0,0.14914285714285713,0.43514285714285716
1665,Some of the houses jutted out toward the street.,0.0,0.0,0.0
1666,Others were cut back.,-0.2732,0.0,0.0
1667,"We came onto the Rue du Pot de Fer and followed it along until it brought us to the rigid north and south of the Rue Saint Jacques and then walked south, past Val de Grâce, set back behind the courtyard and the iron fence, to the Boulevard du Port Royal.",-0.128,-0.21666666666666667,0.31666666666666665
1668,“What do you want to do?” I asked.,0.0772,0.0,0.0
1669,"“Go up to the café and see Brett and Mike?” “Why not?” We walked along Port Royal until it became Montparnasse, and then on past the Lilas, Lavigne’s, and all the little cafés, Damoy’s, crossed the street to the Rotonde, past its lights and tables to the Select.",0.0,-0.22916666666666666,0.3333333333333333
1670,Michael came toward us from the tables.,0.0,0.0,0.0
1671,He was tanned and healthy-looking.,0.0,0.0,0.0
1672,"“Hel-lo, Jake,” he said.",0.0,0.0,0.0
1673,“Hel-lo!,0.0,0.0,0.0
1674,Hel-lo!,0.0,0.0,0.0
1675,"How are you, old lad?” “You look very fit, Mike.” “Oh, I am.",0.4201,0.31,0.36
1676,I’m frightfully fit.,-0.0516,0.4,0.4
1677,I’ve done nothing but walk.,0.0,0.0,0.0
1678,Walk all day long.,0.0,-0.05,0.4
1679,One drink a day with my mother at tea.” Bill had gone into the bar.,0.0,0.0,0.0
1680,"He was standing talking with Brett, who was sitting on a high stool, her legs crossed.",0.0,0.16,0.5399999999999999
1681,She had no stockings on.,-0.296,0.0,0.0
1682,"“It’s good to see you, Jake,” Michael said.",0.4404,0.7,0.6000000000000001
1683,“I’m a little tight you know.,0.0,-0.1830357142857143,0.39285714285714285
1684,"Amazing, isn’t it?",0.5859,0.6000000000000001,0.9
1685,Did you see my nose?” There was a patch of dried blood on the bridge of his nose.,0.0,-0.2,0.6
1686,"“An old lady’s bags did that,” Mike said.",0.0,0.1,0.2
1687,“I reached up to help her with them and they fell on me.” Brett gestured at him from the bar with her cigarette-holder and wrinkled the corners of her eyes.,0.4767,0.0,0.0
1688,"“An old lady,” said Mike.",0.0,0.1,0.2
1689,“Her bags _fell_ on me.,0.0,0.0,0.0
1690,Let’s go in and see Brett.,0.0,0.0,0.0
1691,"I say, she is a piece.",0.0,0.0,0.0
1692,"You _are_ a lovely lady, Brett.",0.5859,0.5,0.75
1693,Where did you get that hat?” “Chap bought it for me.,0.0,0.0,0.0
1694,Don’t you like it?” “It’s a dreadful hat.,-0.1027,-1.0,1.0
1695,"Do get a good hat.” “Oh, we’ve so much money now,” Brett said.",0.4404,0.44999999999999996,0.4
1696,"“I say, haven’t you met Bill yet?",0.0,0.0,0.0
1697,"You _are_ a lovely host, Jake.” She turned to Mike.",0.5859,0.5,0.75
1698,“This is Bill Gorton.,0.0,0.0,0.0
1699,This drunkard is Mike Campbell.,0.0,0.0,0.0
1700,"Mr. Campbell is an undischarged bankrupt.” “Aren’t I, though?",0.0,0.0,0.0
1701,You know I met my ex-partner yesterday in London.,0.0,0.0,0.0
1702,Chap who did me in.” “What did he say?” “Bought me a drink.,0.0,0.0,0.0
1703,I thought I might as well take it.,0.2732,0.0,0.0
1704,"I say, Brett, you _are_ a lovely piece.",0.5859,0.5,0.75
1705,Don’t you think she’s beautiful?” “Beautiful.,0.0,0.85,1.0
1706,With this nose?” “It’s a lovely nose.,0.5859,0.5,0.75
1707,"Go on, point it at me.",0.0,0.0,0.0
1708,"Isn’t she a lovely piece?” “Couldn’t we have kept the man in Scotland?” “I say, Brett, let’s turn in early.” “Don’t be indecent, Michael.",0.6322,0.3,0.525
1709,Remember there are ladies at this bar.” “Isn’t she a lovely piece?,0.5859,0.5,0.75
1710,"Don’t you think so, Jake?” “There’s a fight to-night,” Bill said.",-0.4336,0.0,0.0
1711,"“Like to go?” “Fight,” said Mike.",0.0,0.0,0.0
1712,"“Who’s fighting?” “Ledoux and somebody.” “He’s very good, Ledoux,” Mike said.",0.4927,0.9099999999999999,0.7800000000000001
1713,"“I’d like to see it, rather”—he was making an effort to pull himself together—“but I can’t go.",0.3612,0.0,0.0
1714,I had a date with this thing here.,0.0,0.0,0.0
1715,"I say, Brett, do get a new hat.” Brett pulled the felt hat down far over one eye and smiled out from under it.",0.5423,0.1702020202020202,0.4858585858585858
1716,“You two run along to the fight.,-0.3818,0.0,0.0
1717,"I’ll have to be taking Mr. Campbell home directly.” “I’m not tight,” Mike said.",0.0,0.08928571428571429,0.2857142857142857
1718,“Perhaps just a little.,0.0,-0.1875,0.5
1719,"I say, Brett, you are a lovely piece.” “Go on to the fight,” Brett said.",0.5859,0.5,0.75
1720,“Mr.,0.0,0.0,0.0
1721,Campbell’s getting difficult.,-0.3612,-0.5,1.0
1722,"What are these outbursts of affection, Michael?” “I say, you are a lovely piece.” We said good night.",0.8779,0.6,0.675
1723,"“I’m sorry I can’t go,” Mike said.",-0.0772,-0.5,1.0
1724,Brett laughed.,0.4588,0.7,0.2
1725,I looked back from the door.,0.0,0.0,0.0
1726,"Mike had one hand on the bar and was leaning toward Brett, talking.",0.4939,0.0,0.0
1727,"Brett was looking at him quite coolly, but the corners of her eyes were smiling.",0.6124,0.35,0.65
1728,"Outside on the pavement I said: “Do you want to go to the fight?” “Sure,” said Bill.",0.0772,0.25,0.46944444444444444
1729,"“If we don’t have to walk.” “Mike was pretty excited about his girl friend,” I said in the taxi.",0.6808,0.3125,0.875
1730,"“Well,” said Bill.",0.0,0.0,0.0
1731,“You can’t blame him such a hell of a lot.”                                   CHAPTER                                    9  The Ledoux-Kid Francis fight was the night of the 20th of June.,-0.8625,0.0,0.25
1732,It was a good fight.,0.0772,0.7,0.6000000000000001
1733,"The morning after the fight I had a letter from Robert Cohn, written from Hendaye.",-0.3818,0.0,0.0
1734,"He was having a very quiet time, he said, bathing, playing some golf and much bridge.",0.2023,0.1,0.31666666666666665
1735,"Hendaye had a splendid beach, but he was anxious to start on the fishing-trip.",-0.0258,0.2916666666666667,1.0
1736,When would I be down?,0.0,-0.15555555555555559,0.2888888888888889
1737,If I would buy him a double-tapered line he would pay me when I came down.,-0.1027,-0.15555555555555559,0.2888888888888889
1738,"That same morning I wrote Cohn from the office that Bill and I would leave Paris on the 25th unless I wired him otherwise, and would meet him at Bayonne, where we could get a bus over the mountains to Pamplona.",-0.0516,0.0,0.125
1739,The same evening about seven o’clock I stopped in at the Select to see Michael and Brett.,-0.2263,0.0,0.125
1740,"They were not there, and I went over to the Dingo.",0.0,0.0,0.0
1741,They were inside sitting at the bar.,0.0,0.0,0.0
1742,"“Hello, darling.” Brett put out her hand.",0.4939,0.0,0.0
1743,"“Hello, Jake,” Mike said.",0.0,0.0,0.0
