line_num,line_str,n,chap_num
1116,,0,4
1117,I said good night to Brett at the bar. The count was buying champagne.,70,4
1118,"“Will you take a glass of wine with us, sir?” he asked.",55,4
1119,,0,4
1120,“No. Thanks awfully. I have to go.”,35,4
1121,,0,4
1122,“Really going?” Brett asked.,28,4
1123,,0,4
1124,"“Yes,” I said. “I’ve got a rotten headache.”",44,4
1125,,0,4
1126,“I’ll see you to-morrow?”,25,4
1127,,0,4
1128,“Come in at the office.”,24,4
1129,,0,4
1130,“Hardly.”,9,4
1131,,0,4
1132,"“Well, where will I see you?”",29,4
1133,,0,4
1134,“Anywhere around five o’clock.”,31,4
1135,,0,4
1136,“Make it the other side of town then.”,38,4
1137,,0,4
1138,“Good. I’ll be at the Crillon at five.”,39,4
1139,,0,4
1140,"“Try and be there,” I said.",27,4
1141,,0,4
1142,"“Don’t worry,” Brett said. “I’ve never let you down, have I?”",61,4
1143,,0,4
1144,“Heard from Mike?”,18,4
1145,,0,4
1146,“Letter to-day.”,16,4
1147,,0,4
1148,"“Good night, sir,” said the count.",34,4
1149,,0,4
1150,I went out onto the sidewalk and walked down toward the Boulevard St.,69,4
1151,"Michel, passed the tables of the Rotonde, still crowded, looked across",70,4
1152,"the street at the Dome, its tables running out to the edge of the",65,4
1153,"pavement. Some one waved at me from a table, I did not see who it was",69,4
1154,and went on. I wanted to get home. The Boulevard Montparnasse was,65,4
1155,"deserted. Lavigne’s was closed tight, and they were stacking the tables",71,4
1156,outside the Closerie des Lilas. I passed Ney’s statue standing among the,72,4
1157,new-leaved chestnut-trees in the arc-light. There was a faded purple,68,4
1158,wreath leaning against the base. I stopped and read the inscription:,68,4
1159,"from the Bonapartist Groups, some date; I forget. He looked very fine,",70,4
1160,"Marshal Ney in his top-boots, gesturing with his sword among the green",70,4
1161,"new horse-chestnut leaves. My flat was just across the street, a little",71,4
1162,way down the Boulevard St. Michel.,34,4
1163,,0,4
1164,There was a light in the concierge’s room and I knocked on the door and,71,4
1165,she gave me my mail. I wished her good night and went up-stairs. There,70,4
1166,were two letters and some papers. I looked at them under the gas-light,70,4
1167,in the dining-room. The letters were from the States. One was a bank,68,4
1168,statement. It showed a balance of $2432.60. I got out my check-book and,71,4
1169,"deducted four checks drawn since the first of the month, and discovered",71,4
1170,I had a balance of $1832.60. I wrote this on the back of the statement.,71,4
1171,The other letter was a wedding announcement. Mr. and Mrs. Aloysius Kirby,72,4
1172,announce the marriage of their daughter Katherine—I knew neither the,68,4
1173,girl nor the man she was marrying. They must be circularizing the town.,71,4
1174,It was a funny name. I felt sure I could remember anybody with a name,69,4
1175,like Aloysius. It was a good Catholic name. There was a crest on the,68,4
1176,announcement. Like Zizi the Greek duke. And that count. The count was,69,4
1177,"funny. Brett had a title, too. Lady Ashley. To hell with Brett. To hell",71,4
1178,"with you, Lady Ashley.",22,4
1179,,0,4
1180,"I lit the lamp beside the bed, turned off the gas, and opened the wide",70,4
1181,"windows. The bed was far back from the windows, and I sat with the",66,4
1182,"windows open and undressed by the bed. Outside a night train, running on",72,4
1183,"the street-car tracks, went by carrying vegetables to the markets. They",71,4
1184,"were noisy at night when you could not sleep. Undressing, I looked at",69,4
1185,myself in the mirror of the big armoire beside the bed. That was a,66,4
1186,"typically French way to furnish a room. Practical, too, I suppose. Of",69,4
1187,all the ways to be wounded. I suppose it was funny. I put on my pajamas,71,4
1188,"and got into bed. I had the two bull-fight papers, and I took their",67,4
1189,wrappers off. One was orange. The other yellow. They would both have the,72,4
1190,"same news, so whichever I read first would spoil the other. _Le Toril_",70,4
1191,"was the better paper, so I started to read it. I read it all the way",68,4
1192,"through, including the Petite Correspondance and the Cornigrams. I blew",71,4
1193,out the lamp. Perhaps I would be able to sleep.,47,4
1194,,0,4
1195,"My head started to work. The old grievance. Well, it was a rotten way to",72,4
1196,be wounded and flying on a joke front like the Italian. In the Italian,70,4
1197,hospital we were going to form a society. It had a funny name in,64,4
1198,"Italian. I wonder what became of the others, the Italians. That was in",70,4
1199,"the Ospedale Maggiore in Milano, Padiglione Ponte. The next building was",72,4
1200,"the Padiglione Zonda. There was a statue of Ponte, or maybe it was",66,4
1201,Zonda. That was where the liaison colonel came to visit me. That was,68,4
1202,funny. That was about the first funny thing. I was all bandaged up. But,71,4
1203,"they had told him about it. Then he made that wonderful speech: “You, a",71,4
1204,"foreigner, an Englishman” (any foreigner was an Englishman) “have given",71,4
1205,more than your life.” What a speech! I would like to have it illuminated,72,4
1206,to hang in the office. He never laughed. He was putting himself in my,69,4
1207,"place, I guess. “Che mala fortuna! Che mala fortuna!”",53,4
1208,,0,4
1209,"I never used to realize it, I guess. I try and play it along and just",69,4
1210,not make trouble for people. Probably I never would have had any trouble,72,4
1211,if I hadn’t run into Brett when they shipped me to England. I suppose,69,4
1212,"she only wanted what she couldn’t have. Well, people were that way. To",70,4
1213,hell with people. The Catholic Church had an awfully good way of,64,4
1214,"handling all that. Good advice, anyway. Not to think about it. Oh, it",69,4
1215,was swell advice. Try and take it sometime. Try and take it.,60,4
1216,,0,4
1217,I lay awake thinking and my mind jumping around. Then I couldn’t keep,69,4
1218,"away from it, and I started to think about Brett and all the rest of it",71,4
1219,went away. I was thinking about Brett and my mind stopped jumping around,72,4
1220,and started to go in sort of smooth waves. Then all of a sudden I,65,4
1221,started to cry. Then after a while it was better and I lay in bed and,69,4
1222,"listened to the heavy trams go by and way down the street, and then I",69,4
1223,went to sleep.,14,4
1224,,0,4
1225,I woke up. There was a row going on outside. I listened and I thought I,71,4
1226,recognized a voice. I put on a dressing-gown and went to the door. The,70,4
1227,concierge was talking down-stairs. She was very angry. I heard my name,70,4
1228,and called down the stairs.,27,4
1229,,0,4
1230,"“Is that you, Monsieur Barnes?” the concierge called.",53,4
1231,,0,4
1232,“Yes. It’s me.”,15,4
1233,,0,4
1234,“There’s a species of woman here who’s waked the whole street up. What,70,4
1235,kind of a dirty business at this time of night! She says she must see,69,4
1236,you. I’ve told her you’re asleep.”,34,4
1237,,0,4
1238,Then I heard Brett’s voice. Half asleep I had been sure it was,62,4
1239,Georgette. I don’t know why. She could not have known my address.,65,4
1240,,0,4
1241,"“Will you send her up, please?”",31,4
1242,,0,4
1243,Brett came up the stairs. I saw she was quite drunk. “Silly thing to,68,4
1244,"do,” she said. “Make an awful row. I say, you weren’t asleep, were you?”",72,4
1245,,0,4
1246,“What did you think I was doing?”,33,4
1247,,0,4
1248,“Don’t know. What time is it?”,30,4
1249,,0,4
1250,I looked at the clock. It was half-past four. “Had no idea what hour it,71,4
1251,"was,” Brett said. “I say, can a chap sit down? Don’t be cross, darling.",71,4
1252,Just left the count. He brought me here.”,41,4
1253,,0,4
1254,“What’s he like?” I was getting brandy and soda and glasses.,60,4
1255,,0,4
1256,"“Just a little,” said Brett. “Don’t try and make me drunk. The count?",69,4
1257,"Oh, rather. He’s quite one of us.”",34,4
1258,,0,4
1259,“Is he a count?”,16,4
1260,,0,4
1261,"“Here’s how. I rather think so, you know. Deserves to be, anyhow. Knows",71,4
1262,hell’s own amount about people. Don’t know where he got it all. Owns a,70,4
1263,chain of sweetshops in the States.”,35,4
1264,,0,4
1265,She sipped at her glass.,24,4
1266,,0,4
1267,“Think he called it a chain. Something like that. Linked them all up.,69,4
1268,"Told me a little about it. Damned interesting. He’s one of us, though.",70,4
1269,"Oh, quite. No doubt. One can always tell.”",42,4
1270,,0,4
1271,She took another drink.,23,4
1272,,0,4
1273,"“How do I buck on about all this? You don’t mind, do you? He’s putting",70,4
1274,"up for Zizi, you know.”",23,4
1275,,0,4
1276,"“Is Zizi really a duke, too?”",29,4
1277,,0,4
1278,"“I shouldn’t wonder. Greek, you know. Rotten painter. I rather liked the",72,4
1279,count.”,7,4
1280,,0,4
1281,“Where did you go with him?”,28,4
1282,,0,4
1283,"“Oh, everywhere. He just brought me here now. Offered me ten thousand",69,4
1284,dollars to go to Biarritz with him. How much is that in pounds?”,64,4
1285,,0,4
1286,“Around two thousand.”,22,4
1287,,0,4
1288,“Lot of money. I told him I couldn’t do it. He was awfully nice about,69,4
1289,it. Told him I knew too many people in Biarritz.”,49,4
1290,,0,4
1291,Brett laughed.,14,4
1292,,0,4
1293,"“I say, you are slow on the up-take,” she said. I had only sipped my",68,4
1294,brandy and soda. I took a long drink.,37,4
1295,,0,4
1296,"“That’s better. Very funny,” Brett said. “Then he wanted me to go to",68,4
1297,Cannes with him. Told him I knew too many people in Cannes. Monte Carlo.,72,4
1298,Told him I knew too many people in Monte Carlo. Told him I knew too many,72,4
1299,"people everywhere. Quite true, too. So I asked him to bring me here.”",69,4
1300,,0,4
1301,"She looked at me, her hand on the table, her glass raised. “Don’t look",70,4
1302,"like that,” she said. “Told him I was in love with you. True, too. Don’t",72,4
1303,look like that. He was damn nice about it. Wants to drive us out to,67,4
1304,dinner to-morrow night. Like to go?”,36,4
1305,,0,4
1306,“Why not?”,10,4
1307,,0,4
1308,“I’d better go now.”,20,4
1309,,0,4
1310,“Why?”,6,4
1311,,0,4
1312,“Just wanted to see you. Damned silly idea. Want to get dressed and come,72,4
1313,down? He’s got the car just up the street.”,43,4
1314,,0,4
1315,“The count?”,12,4
1316,,0,4
1317,“Himself. And a chauffeur in livery. Going to drive me around and have,70,4
1318,breakfast in the Bois. Hampers. Got it all at Zelli’s. Dozen bottles of,71,4
1319,Mumms. Tempt you?”,18,4
1320,,0,4
1321,"“I have to work in the morning,” I said. “I’m too far behind you now to",71,4
1322,catch up and be any fun.”,25,4
1323,,0,4
1324,“Don’t be an ass.”,18,4
1325,,0,4
1326,“Can’t do it.”,14,4
1327,,0,4
1328,“Right. Send him a tender message?”,35,4
1329,,0,4
1330,“Anything. Absolutely.”,23,4
1331,,0,4
1332,"“Good night, darling.”",22,4
1333,,0,4
1334,“Don’t be sentimental.”,23,4
1335,,0,4
1336,“You make me ill.”,18,4
1337,,0,4
1338,"We kissed good night and Brett shivered. “I’d better go,” she said.",67,4
1339,"“Good night, darling.”",22,4
1340,,0,4
1341,“You don’t have to go.”,23,4
1342,,0,4
1343,“Yes.”,6,4
1344,,0,4
1345,We kissed again on the stairs and as I called for the cordon the,64,4
1346,concierge muttered something behind her door. I went back up-stairs and,71,4
1347,from the open window watched Brett walking up the street to the big,67,4
1348,limousine drawn up to the curb under the arc-light. She got in and it,69,4
1349,started off. I turned around. On the table was an empty glass and a,67,4
1350,glass half-full of brandy and soda. I took them both out to the kitchen,71,4
1351,and poured the half-full glass down the sink. I turned off the gas in,69,4
1352,"the dining-room, kicked off my slippers sitting on the bed, and got into",72,4
1353,"bed. This was Brett, that I had felt like crying about. Then I thought",70,4
1354,"of her walking up the street and stepping into the car, as I had last",69,4
1355,"seen her, and of course in a little while I felt like hell again. It is",71,4
1356,"awfully easy to be hard-boiled about everything in the daytime, but at",70,4
1357,night it is another thing.,26,4
1358,,0,4
1359,,0,4
1360,,0,4
1361,,0,4
1363,5,1,5
1364,,0,5
1365,,0,5
1366,In the morning I walked down the Boulevard to the rue Soufflot for,66,5
1367,coffee and brioche. It was a fine morning. The horse-chestnut trees in,70,5
1368,the Luxembourg gardens were in bloom. There was the pleasant,60,5
1369,early-morning feeling of a hot day. I read the papers with the coffee,69,5
1370,and then smoked a cigarette. The flower-women were coming up from the,69,5
1371,market and arranging their daily stock. Students went by going up to the,72,5
1372,"law school, or down to the Sorbonne. The Boulevard was busy with trams",70,5
1373,and people going to work. I got on an S bus and rode down to the,64,5
1374,"Madeleine, standing on the back platform. From the Madeleine I walked",69,5
1375,"along the Boulevard des Capucines to the Opéra, and up to my office. I",70,5
1376,passed the man with the jumping frogs and the man with the boxer toys. I,72,5
1377,stepped aside to avoid walking into the thread with which his girl,66,5
1378,"assistant manipulated the boxers. She was standing looking away, the",68,5
1379,thread in her folded hands. The man was urging two tourists to buy.,67,5
1380,Three more tourists had stopped and were watching. I walked on behind a,71,5
1381,man who was pushing a roller that printed the name CINZANO on the,65,5
1382,sidewalk in damp letters. All along people were going to work. It felt,70,5
1383,pleasant to be going to work. I walked across the avenue and turned in,70,5
1384,to my office.,13,5
1385,,0,5
1386,"Up-stairs in the office I read the French morning papers, smoked, and",69,5
1387,then sat at the typewriter and got off a good morning’s work. At eleven,71,5
1388,o’clock I went over to the Quai d’Orsay in a taxi and went in and sat,69,5
1389,"with about a dozen correspondents, while the foreign-office mouthpiece,",71,5
1390,"a young Nouvelle Revue Française diplomat in horn-rimmed spectacles,",68,5
1391,talked and answered questions for half an hour. The President of the,68,5
1392,"Council was in Lyons making a speech, or, rather he was on his way back.",72,5
1393,Several people asked questions to hear themselves talk and there were a,71,5
1394,couple of questions asked by news service men who wanted to know the,68,5
1395,answers. There was no news. I shared a taxi back from the Quai d’Orsay,70,5
1396,with Woolsey and Krum.,22,5
1397,,0,5
1398,"“What do you do nights, Jake?” asked Krum. “I never see you around.”",68,5
1399,,0,5
1400,"“Oh, I’m over in the Quarter.”",30,5
1401,,0,5
1402,"“I’m coming over some night. The Dingo. That’s the great place, isn’t",69,5
1403,it?”,4,5
1404,,0,5
1405,"“Yes. That, or this new dive, The Select.”",42,5
1406,,0,5
1407,"“I’ve meant to get over,” said Krum. “You know how it is, though, with a",72,5
1408,wife and kids.”,15,5
1409,,0,5
1410,“Playing any tennis?” Woolsey asked.,36,5
1411,,0,5
1412,"“Well, no,” said Krum. “I can’t say I’ve played any this year. I’ve",67,5
1413,"tried to get away, but Sundays it’s always rained, and the courts are so",72,5
1414,damned crowded.”,16,5
1415,,0,5
1416,"“The Englishmen all have Saturday off,” Woolsey said.",53,5
1417,,0,5
1418,"“Lucky beggars,” said Krum. “Well, I’ll tell you. Some day I’m not going",72,5
1419,to be working for an agency. Then I’ll have plenty of time to get out in,72,5
1420,the country.”,13,5
1421,,0,5
1422,“That’s the thing to do. Live out in the country and have a little car.”,72,5
1423,,0,5
1424,“I’ve been thinking some about getting a car next year.”,56,5
1425,,0,5
1426,"I banged on the glass. The chauffeur stopped. “Here’s my street,” I",67,5
1427,said. “Come in and have a drink.”,33,5
1428,,0,5
1429,"“Thanks, old man,” Krum said. Woolsey shook his head. “I’ve got to file",71,5
1430,that line he got off this morning.”,35,5
1431,,0,5
1432,I put a two-franc piece in Krum’s hand.,39,5
1433,,0,5
1434,"“You’re crazy, Jake,” he said. “This is on me.”",47,5
1435,,0,5
1436,"“It’s all on the office, anyway.”",33,5
1437,,0,5
1438,“Nope. I want to get it.”,25,5
1439,,0,5
1440,I waved good-by. Krum put his head out. “See you at the lunch on,64,5
1441,Wednesday.”,11,5
1442,,0,5
1443,“You bet.”,10,5
1444,,0,5
1445,I went to the office in the elevator. Robert Cohn was waiting for me.,69,5
1446,"“Hello, Jake,” he said. “Going out to lunch?”",45,5
1447,,0,5
1448,“Yes. Let me see if there is anything new.”,43,5
1449,,0,5
1450,“Where will we eat?”,20,5
1451,,0,5
1452,“Anywhere.”,11,5
1453,,0,5
1454,I was looking over my desk. “Where do you want to eat?”,55,5
1455,,0,5
1456,“How about Wetzel’s? They’ve got good hors d’œuvres.”,53,5
1457,,0,5
1458,In the restaurant we ordered hors d’œuvres and beer. The sommelier,66,5
1459,"brought the beer, tall, beaded on the outside of the steins, and cold.",70,5
1460,There were a dozen different dishes of hors d’œuvres.,53,5
1461,,0,5
1462,“Have any fun last night?” I asked.,35,5
1463,,0,5
1464,“No. I don’t think so.”,23,5
1465,,0,5
1466,“How’s the writing going?”,26,5
1467,,0,5
1468,“Rotten. I can’t get this second book going.”,45,5
1469,,0,5
1470,“That happens to everybody.”,28,5
1471,,0,5
1472,"“Oh, I’m sure of that. It gets me worried, though.”",51,5
1473,,0,5
1474,“Thought any more about going to South America?”,48,5
1475,,0,5
1476,“I mean that.”,14,5
1477,,0,5
1478,"“Well, why don’t you start off?”",32,5
1479,,0,5
1480,“Frances.”,10,5
1481,,0,5
1482,"“Well,” I said, “take her with you.”",36,5
1483,,0,5
1484,“She wouldn’t like it. That isn’t the sort of thing she likes. She likes,72,5
1485,a lot of people around.”,24,5
1486,,0,5
1487,“Tell her to go to hell.”,25,5
1488,,0,5
1489,“I can’t. I’ve got certain obligations to her.”,47,5
1490,,0,5
1491,He shoved the sliced cucumbers away and took a pickled herring.,63,5
1492,,0,5
1493,"“What do you know about Lady Brett Ashley, Jake?”",49,5
1494,,0,5
1495,"“Her name’s Lady Ashley. Brett’s her own name. She’s a nice girl,” I",68,5
1496,said. “She’s getting a divorce and she’s going to marry Mike Campbell.,70,5
1497,He’s over in Scotland now. Why?”,32,5
1498,,0,5
1499,“She’s a remarkably attractive woman.”,38,5
1500,,0,5
1501,“Isn’t she?”,12,5
1502,,0,5
1503,"“There’s a certain quality about her, a certain fineness. She seems to",70,5
1504,be absolutely fine and straight.”,33,5
1505,,0,5
1506,“She’s very nice.”,18,5
1507,,0,5
1508,"“I don’t know how to describe the quality,” Cohn said. “I suppose it’s",70,5
1509,breeding.”,10,5
1510,,0,5
1511,“You sound as though you liked her pretty well.”,48,5
1512,,0,5
1513,“I do. I shouldn’t wonder if I were in love with her.”,54,5
1514,,0,5
1515,"“She’s a drunk,” I said. “She’s in love with Mike Campbell, and she’s",69,5
1516,going to marry him. He’s going to be rich as hell some day.”,60,5
1517,,0,5
1518,“I don’t believe she’ll ever marry him.”,40,5
1519,,0,5
1520,“Why not?”,10,5
1521,,0,5
1522,“I don’t know. I just don’t believe it. Have you known her a long time?”,72,5
1523,,0,5
1524,"“Yes,” I said. “She was a V. A. D. in a hospital I was in during the",68,5
1525,war.”,5,5
1526,,0,5
1527,“She must have been just a kid then.”,37,5
1528,,0,5
1529,“She’s thirty-four now.”,24,5
1530,,0,5
1531,“When did she marry Ashley?”,28,5
1532,,0,5
1533,“During the war. Her own true love had just kicked off with the,63,5
1534,dysentery.”,11,5
1535,,0,5
1536,“You talk sort of bitter.”,26,5
1537,,0,5
1538,“Sorry. I didn’t mean to. I was just trying to give you the facts.”,67,5
1539,,0,5
1540,“I don’t believe she would marry anybody she didn’t love.”,58,5
1541,,0,5
1542,"“Well,” I said. “She’s done it twice.”",38,5
1543,,0,5
1544,“I don’t believe it.”,21,5
1545,,0,5
1546,"“Well,” I said, “don’t ask me a lot of fool questions if you don’t like",71,5
1547,the answers.”,13,5
1548,,0,5
1549,“I didn’t ask you that.”,24,5
1550,,0,5
1551,“You asked me what I knew about Brett Ashley.”,46,5
1552,,0,5
1553,“I didn’t ask you to insult her.”,33,5
1554,,0,5
1555,"“Oh, go to hell.”",17,5
1556,,0,5
1557,"He stood up from the table his face white, and stood there white and",68,5
1558,angry behind the little plates of hors d’œuvres.,48,5
1559,,0,5
1560,"“Sit down,” I said. “Don’t be a fool.”",38,5
1561,,0,5
1562,“You’ve got to take that back.”,31,5
1563,,0,5
1564,"“Oh, cut out the prep-school stuff.”",36,5
1565,,0,5
1566,“Take it back.”,15,5
1567,,0,5
1568,“Sure. Anything. I never heard of Brett Ashley. How’s that?,59,5
1569,,0,5
1570,“No. Not that. About me going to hell.”,39,5
1571,,0,5
1572,"“Oh, don’t go to hell,” I said. “Stick around. We’re just starting",66,5
1573,lunch.”,7,5
1574,,0,5
1575,Cohn smiled again and sat down. He seemed glad to sit down. What the,68,5
1576,hell would he have done if he hadn’t sat down? “You say such damned,67,5
1577,"insulting things, Jake.”",24,5
1578,,0,5
1579,“I’m sorry. I’ve got a nasty tongue. I never mean it when I say nasty,69,5
1580,things.”,8,5
1581,,0,5
1582,"“I know it,” Cohn said. “You’re really about the best friend I have,",68,5
1583,Jake.”,6,5
1584,,0,5
1585,"God help you, I thought. “Forget what I said,” I said out loud. “I’m",68,5
1586,sorry.”,7,5
1587,,0,5
1588,“It’s all right. It’s fine. I was just sore for a minute.”,58,5
1589,,0,5
1590,“Good. Let’s get something else to eat.”,40,5
1591,,0,5
1592,After we finished the lunch we walked up to the Café de la Paix and had,71,5
1593,"coffee. I could feel Cohn wanted to bring up Brett again, but I held him",72,5
1594,"off it. We talked about one thing and another, and I left him to come to",72,5
1595,the office.,11,5
1596,,0,5
1597,,0,5
1598,,0,5
1599,,0,5
1601,6,1,6
1602,,0,6
1603,,0,6
1604,At five o’clock I was in the Hotel Crillon waiting for Brett. She was,69,6
1605,"not there, so I sat down and wrote some letters. They were not very good",72,6
1606,letters but I hoped their being on Crillon stationery would help them.,70,6
1607,"Brett did not turn up, so about quarter to six I went down to the bar",69,6
1608,and had a Jack Rose with George the barman. Brett had not been in the,69,6
1609,"bar either, and so I looked for her up-stairs on my way out, and took a",71,6
1610,taxi to the Café Select. Crossing the Seine I saw a string of barges,68,6
1611,"being towed empty down the current, riding high, the bargemen at the",68,6
1612,sweeps as they came toward the bridge. The river looked nice. It was,68,6
1613,always pleasant crossing bridges in Paris.,42,6
1614,,0,6
1615,The taxi rounded the statue of the inventor of the semaphore engaged in,71,6
1616,"doing same, and turned up the Boulevard Raspail, and I sat back to let",70,6
1617,that part of the ride pass. The Boulevard Raspail always made dull,66,6
1618,riding. It was like a certain stretch on the P. L. M. between,61,6
1619,Fontainebleau and Montereau that always made me feel bored and dead and,71,6
1620,dull until it was over. I suppose it is some association of ideas that,70,6
1621,makes those dead places in a journey. There are other streets in Paris,70,6
1622,as ugly as the Boulevard Raspail. It is a street I do not mind walking,70,6
1623,down at all. But I cannot stand to ride along it. Perhaps I had read,68,6
1624,something about it once. That was the way Robert Cohn was about all of,70,6
1625,Paris. I wondered where Cohn got that incapacity to enjoy Paris.,64,6
1626,"Possibly from Mencken. Mencken hates Paris, I believe. So many young men",72,6
1627,get their likes and dislikes from Mencken.,42,6
1628,,0,6
1629,The taxi stopped in front of the Rotonde. No matter what café in,64,6
1630,Montparnasse you ask a taxi-driver to bring you to from the right bank,70,6
1631,"of the river, they always take you to the Rotonde. Ten years from now it",72,6
1632,"will probably be the Dome. It was near enough, anyway. I walked past the",72,6
1633,sad tables of the Rotonde to the Select. There were a few people inside,71,6
1634,"at the bar, and outside, alone, sat Harvey Stone. He had a pile of",66,6
1635,"saucers in front of him, and he needed a shave.",47,6
1636,,0,6
1637,"“Sit down,” said Harvey, “I’ve been looking for you.”",53,6
1638,,0,6
1639,“What’s the matter?”,20,6
1640,,0,6
1641,“Nothing. Just looking for you.”,32,6
1642,,0,6
1643,“Been out to the races?”,24,6
1644,,0,6
1645,“No. Not since Sunday.”,23,6
1646,,0,6
1647,“What do you hear from the States?”,35,6
1648,,0,6
1649,“Nothing. Absolutely nothing.”,30,6
1650,,0,6
1651,“What’s the matter?”,20,6
1652,,0,6
1653,“I don’t know. I’m through with them. I’m absolutely through with them.”,72,6
1654,,0,6
1655,He leaned forward and looked me in the eye.,43,6
1656,,0,6
1657,"“Do you want to know something, Jake?”",38,6
1658,,0,6
1659,“Yes.”,6,6
1660,,0,6
1661,“I haven’t had anything to eat for five days.”,46,6
1662,,0,6
1663,I figured rapidly back in my mind. It was three days ago that Harvey had,72,6
1664,won two hundred francs from me shaking poker dice in the New York Bar.,70,6
1665,,0,6
1666,“What’s the matter?”,20,6
1667,,0,6
1668,"“No money. Money hasn’t come,” he paused. “I tell you it’s strange,",67,6
1669,Jake. When I’m like this I just want to be alone. I want to stay in my,70,6
1670,own room. I’m like a cat.”,26,6
1671,,0,6
1672,I felt in my pocket.,20,6
1673,,0,6
1674,"“Would a hundred help you any, Harvey?”",39,6
1675,,0,6
1676,“Yes.”,6,6
1677,,0,6
1678,“Come on. Let’s go and eat.”,28,6
1679,,0,6
1680,“There’s no hurry. Have a drink.”,33,6
1681,,0,6
1682,“Better eat.”,13,6
1683,,0,6
1684,“No. When I get like this I don’t care whether I eat or not.”,61,6
1685,,0,6
1686,We had a drink. Harvey added my saucer to his own pile.,55,6
1687,,0,6
1688,"“Do you know Mencken, Harvey?”",30,6
1689,,0,6
1690,“Yes. Why?”,11,6
1691,,0,6
1692,“What’s he like?”,17,6
1693,,0,6
1694,“He’s all right. He says some pretty funny things. Last time I had,66,6
1695,"dinner with him we talked about Hoffenheimer. ‘The trouble is,’ he said,",72,6
1696,‘he’s a garter snapper.’ That’s not bad.”,41,6
1697,,0,6
1698,“That’s not bad.”,17,6
1699,,0,6
1700,"“He’s through now,” Harvey went on. “He’s written about all the things",70,6
1701,"he knows, and now he’s on all the things he doesn’t know.”",58,6
1702,,0,6
1703,"“I guess he’s all right,” I said. “I just can’t read him.”",58,6
1704,,0,6
1705,"“Oh, nobody reads him now,” Harvey said, “except the people that used to",72,6
1706,read the Alexander Hamilton Institute.”,39,6
1707,,0,6
1708,"“Well,” I said. “That was a good thing, too.”",45,6
1709,,0,6
1710,"“Sure,” said Harvey. So we sat and thought deeply for a while.",62,6
1711,,0,6
1712,“Have another port?”,20,6
1713,,0,6
1714,"“All right,” said Harvey.",25,6
1715,,0,6
1716,"“There comes Cohn,” I said. Robert Cohn was crossing the street.",64,6
1717,,0,6
1718,"“That moron,” said Harvey. Cohn came up to our table.",53,6
1719,,0,6
1720,"“Hello, you bums,” he said.",27,6
1721,,0,6
1722,"“Hello, Robert,” Harvey said. “I was just telling Jake here that you’re",71,6
1723,a moron.”,9,6
1724,,0,6
1725,“What do you mean?”,19,6
1726,,0,6
1727,“Tell us right off. Don’t think. What would you rather do if you could,70,6
1728,do anything you wanted?”,24,6
1729,,0,6
1730,Cohn started to consider.,25,6
1731,,0,6
1732,“Don’t think. Bring it right out.”,34,6
1733,,0,6
1734,"“I don’t know,” Cohn said. “What’s it all about, anyway?”",57,6
1735,,0,6
1736,“I mean what would you rather do. What comes into your head first. No,69,6
1737,matter how silly it is.”,24,6
1738,,0,6
1739,"“I don’t know,” Cohn said. “I think I’d rather play football again with",71,6
1740,"what I know about handling myself, now.”",40,6
1741,,0,6
1742,"“I misjudged you,” Harvey said. “You’re not a moron. You’re only a case",71,6
1743,of arrested development.”,25,6
1744,,0,6
1745,"“You’re awfully funny, Harvey,” Cohn said. “Some day somebody will push",71,6
1746,your face in.”,14,6
1747,,0,6
1748,"Harvey Stone laughed. “You think so. They won’t, though. Because it",67,6
1749,wouldn’t make any difference to me. I’m not a fighter.”,55,6
1750,,0,6
1751,“It would make a difference to you if anybody did it.”,54,6
1752,,0,6
1753,"“No, it wouldn’t. That’s where you make your big mistake. Because you’re",72,6
1754,not intelligent.”,17,6
1755,,0,6
1756,“Cut it out about me.”,22,6
1757,,0,6
1758,"“Sure,” said Harvey. “It doesn’t make any difference to me. You don’t",69,6
1759,mean anything to me.”,21,6
1760,,0,6
1761,"“Come on, Harvey,” I said. “Have another porto.”",48,6
1762,,0,6
1763,"“No,” he said. “I’m going up the street and eat. See you later, Jake.”",70,6
1764,,0,6
1765,He walked out and up the street. I watched him crossing the street,66,6
1766,"through the taxis, small, heavy, slowly sure of himself in the traffic.",71,6
1767,,0,6
1768,"“He always gets me sore,” Cohn said. “I can’t stand him.”",57,6
1769,,0,6
1770,"“I like him,” I said. “I’m fond of him. You don’t want to get sore at",69,6
1771,him.”,5,6
1772,,0,6
1773,"“I know it,” Cohn said. “He just gets on my nerves.”",52,6
1774,,0,6
1775,“Write this afternoon?”,23,6
1776,,0,6
1777,“No. I couldn’t get it going. It’s harder to do than my first book. I’m,71,6
1778,having a hard time handling it.”,32,6
1779,,0,6
1780,The sort of healthy conceit that he had when he returned from America,69,6
1781,"early in the spring was gone. Then he had been sure of his work, only",69,6
1782,with these personal longings for adventure. Now the sureness was gone.,70,6
1783,Somehow I feel I have not shown Robert Cohn clearly. The reason is that,71,6
1784,"until he fell in love with Brett, I never heard him make one remark that",72,6
1785,"would, in any way, detach him from other people. He was nice to watch on",72,6
1786,"the tennis-court, he had a good body, and he kept it in shape; he",65,6
1787,"handled his cards well at bridge, and he had a funny sort of",60,6
1788,undergraduate quality about him. If he were in a crowd nothing he said,70,6
1789,"stood out. He wore what used to be called polo shirts at school, and may",72,6
1790,"be called that still, but he was not professionally youthful. I do not",70,6
