chap_num,para_num,para_str
8,158,"“You look very fit, Mike.”"
8,159,"“Oh, I am. I’m frightfully fit. I’ve done nothing but walk. Walk all day long. One drink a day with my mother at tea.”"
8,160,"Bill had gone into the bar. He was standing talking with Brett, who was sitting on a high stool, her legs crossed. She had no stockings on."
8,161,"“It’s good to see you, Jake,” Michael said. “I’m a little tight you know. Amazing, isn’t it? Did you see my nose?”"
8,162,There was a patch of dried blood on the bridge of his nose.
8,163,"“An old lady’s bags did that,” Mike said. “I reached up to help her with them and they fell on me.”"
8,164,Brett gestured at him from the bar with her cigarette-holder and wrinkled the corners of her eyes.
8,165,"“An old lady,” said Mike. “Her bags _fell_ on me. Let’s go in and see Brett. I say, she is a piece. You _are_ a lovely lady, Brett. Where did you get that hat?”"
8,166,“Chap bought it for me. Don’t you like it?”
8,167,“It’s a dreadful hat. Do get a good hat.”
8,168,"“Oh, we’ve so much money now,” Brett said. “I say, haven’t you met Bill yet? You _are_ a lovely host, Jake.”"
8,169,She turned to Mike. “This is Bill Gorton. This drunkard is Mike Campbell. Mr. Campbell is an undischarged bankrupt.”
8,170,"“Aren’t I, though? You know I met my ex-partner yesterday in London. Chap who did me in.”"
8,171,“What did he say?”
8,172,"“Bought me a drink. I thought I might as well take it. I say, Brett, you _are_ a lovely piece. Don’t you think she’s beautiful?”"
8,173,“Beautiful. With this nose?”
8,174,"“It’s a lovely nose. Go on, point it at me. Isn’t she a lovely piece?”"
8,175,“Couldn’t we have kept the man in Scotland?”
8,176,"“I say, Brett, let’s turn in early.”"
8,177,"“Don’t be indecent, Michael. Remember there are ladies at this bar.”"
8,178,"“Isn’t she a lovely piece? Don’t you think so, Jake?”"
8,179,"“There’s a fight to-night,” Bill said. “Like to go?”"
8,180,"“Fight,” said Mike. “Who’s fighting?”"
8,181,“Ledoux and somebody.”
8,182,"“He’s very good, Ledoux,” Mike said. “I’d like to see it, rather”—he was making an effort to pull himself together—“but I can’t go. I had a date with this thing here. I say, Brett, do get a new hat.”"
8,183,Brett pulled the felt hat down far over one eye and smiled out from under it. “You two run along to the fight. I’ll have to be taking Mr. Campbell home directly.”
8,184,"“I’m not tight,” Mike said. “Perhaps just a little. I say, Brett, you are a lovely piece.”"
8,185,"“Go on to the fight,” Brett said. “Mr. Campbell’s getting difficult. What are these outbursts of affection, Michael?”"
8,186,"“I say, you are a lovely piece.”"
8,187,"We said good night. “I’m sorry I can’t go,” Mike said. Brett laughed. I looked back from the door. Mike had one hand on the bar and was leaning toward Brett, talking. Brett was looking at him quite coolly, but the corners of her eyes were smiling."
8,188,Outside on the pavement I said: “Do you want to go to the fight?”
8,189,"“Sure,” said Bill. “If we don’t have to walk.”"
8,190,"“Mike was pretty excited about his girl friend,” I said in the taxi."
8,191,"“Well,” said Bill. “You can’t blame him such a hell of a lot.”"
9,0,"The Ledoux-Kid Francis fight was the night of the 20th of June. It was a good fight. The morning after the fight I had a letter from Robert Cohn, written from Hendaye. He was having a very quiet time, he said, bathing, playing some golf and much bridge. Hendaye had a splendid beach, but he was anxious to start on the fishing-trip. When would I be down? If I would buy him a double-tapered line he would pay me when I came down."
9,1,"That same morning I wrote Cohn from the office that Bill and I would leave Paris on the 25th unless I wired him otherwise, and would meet him at Bayonne, where we could get a bus over the mountains to Pamplona. The same evening about seven o’clock I stopped in at the Select to see Michael and Brett. They were not there, and I went over to the Dingo. They were inside sitting at the bar."
9,2,"“Hello, darling.” Brett put out her hand."
9,3,"“Hello, Jake,” Mike said. “I understand I was tight last night.”"
9,4,"“Weren’t you, though,” Brett said. “Disgraceful business.”"
9,5,"“Look,” said Mike, “when do you go down to Spain? Would you mind if we came down with you?”"
9,6,“It would be grand.”
9,7,"“You wouldn’t mind, really? I’ve been at Pamplona, you know. Brett’s mad to go. You’re sure we wouldn’t just be a bloody nuisance?”"
9,8,“Don’t talk like a fool.”
9,9,"“I’m a little tight, you know. I wouldn’t ask you like this if I weren’t. You’re sure you don’t mind?”"
9,10,"“Oh, shut up, Michael,” Brett said. “How can the man say he’d mind now? I’ll ask him later.”"
9,11,"“But you don’t mind, do you?”"
9,12,“Don’t ask that again unless you want to make me sore. Bill and I go down on the morning of the 25th.”
9,13,"“By the way, where is Bill?” Brett asked."
9,14,“He’s out at Chantilly dining with some people.”
9,15,“He’s a good chap.”
9,16,"“Splendid chap,” said Mike. “He is, you know.”"
9,17,"“You don’t remember him,” Brett said."
9,18,"“I do. Remember him perfectly. Look, Jake, we’ll come down the night of the 25th. Brett can’t get up in the morning.”"
9,19,“Indeed not!”
9,20,“If our money comes and you’re sure you don’t mind.”
9,21,"“It will come, all right. I’ll see to that.”"
9,22,“Tell me what tackle to send for.”
9,23,"“Get two or three rods with reels, and lines, and some flies.”"
9,24,"“I won’t fish,” Brett put in."
9,25,"“Get two rods, then, and Bill won’t have to buy one.”"
9,26,"“Right,” said Mike. “I’ll send a wire to the keeper.”"
9,27,"“Won’t it be splendid,” Brett said. “Spain! We _will_ have fun.”"
9,28,“The 25th. When is that?”
9,29,“Saturday.”
9,30,“We _will_ have to get ready.”
9,31,"“I say,” said Mike, “I’m going to the barber’s.”"
9,32,"“I must bathe,” said Brett. “Walk up to the hotel with me, Jake. Be a good chap.”"
9,33,"“We _have_ got the loveliest hotel,” Mike said. “I think it’s a brothel!”"
9,34,"“We left our bags here at the Dingo when we got in, and they asked us at this hotel if we wanted a room for the afternoon only. Seemed frightfully pleased we were going to stay all night.”"
9,35,"“_I_ believe it’s a brothel,” Mike said. “And _I_ should know.”"
9,36,"“Oh, shut it and go and get your hair cut.”"
9,37,Mike went out. Brett and I sat on at the bar.
9,38,“Have another?”
9,39,“Might.”
9,40,"“I needed that,” Brett said."
9,41,We walked up the Rue Delambre.
9,42,"“I haven’t seen you since I’ve been back,” Brett said."
9,43,“No.”
9,44,"“How _are_ you, Jake?”"
9,45,“Fine.”
9,46,"Brett looked at me. “I say,” she said, “is Robert Cohn going on this trip?”"
9,47,“Yes. Why?”
9,48,“Don’t you think it will be a bit rough on him?”
9,49,“Why should it?”
9,50,“Who did you think I went down to San Sebastian with?”
9,51,"“Congratulations,” I said."
9,52,We walked along.
9,53,“What did you say that for?”
9,54,“I don’t know. What would you like me to say?”
9,55,We walked along and turned a corner.
9,56,"“He behaved rather well, too. He gets a little dull.”"
9,57,“Does he?”
9,58,“I rather thought it would be good for him.”
9,59,“You might take up social service.”
9,60,“Don’t be nasty.”
9,61,“I won’t.”
9,62,“Didn’t you really know?”
9,63,"“No,” I said. “I guess I didn’t think about it.”"
9,64,“Do you think it will be too rough on him?”
9,65,"“That’s up to him,” I said. “Tell him you’re coming. He can always not come.”"
9,66,“I’ll write him and give him a chance to pull out of it.”
9,67,I did not see Brett again until the night of the 24th of June.
9,68,“Did you hear from Cohn?”
9,69,“Rather. He’s keen about it.”
9,70,“My God!”
9,71,“I thought it was rather odd myself.”
9,72,“Says he can’t wait to see me.”
9,73,“Does he think you’re coming alone?”
9,74,“No. I told him we were all coming down together. Michael and all.”
9,75,“He’s wonderful.”
9,76,“Isn’t he?”
9,77,"They expected their money the next day. We arranged to meet at Pamplona. They would go directly to San Sebastian and take the train from there. We would all meet at the Montoya in Pamplona. If they did not turn up on Monday at the latest we would go on ahead up to Burguete in the mountains, to start fishing. There was a bus to Burguete. I wrote out an itinerary so they could follow us."
9,78,"Bill and I took the morning train from the Gare d’Orsay. It was a lovely day, not too hot, and the country was beautiful from the start. We went back into the diner and had breakfast. Leaving the dining-car I asked the conductor for tickets for the first service."
9,79,“Nothing until the fifth.”
9,80,“What’s this?”
9,81,"There were never more than two servings of lunch on that train, and always plenty of places for both of them."
9,82,"“They’re all reserved,” the dining-car conductor said. “There will be a fifth service at three-thirty.”"
9,83,"“This is serious,” I said to Bill."
9,84,“Give him ten francs.”
9,85,"“Here,” I said. “We want to eat in the first service.”"
9,86,The conductor put the ten francs in his pocket.
9,87,"“Thank you,” he said. “I would advise you gentlemen to get some sandwiches. All the places for the first four services were reserved at the office of the company.”"
9,88,"“You’ll go a long way, brother,” Bill said to him in English. “I suppose if I’d given you five francs you would have advised us to jump off the train.”"
9,89,“_Comment?_”
9,90,"“Go to hell!” said Bill. “Get the sandwiches made and a bottle of wine. You tell him, Jake.”"
9,91,“And send it up to the next car.” I described where we were.
9,92,In our compartment were a man and his wife and their young son.
9,93,"“I suppose you’re Americans, aren’t you?” the man asked. “Having a good trip?”"
9,94,"“Wonderful,” said Bill."
9,95,"“That’s what you want to do. Travel while you’re young. Mother and I always wanted to get over, but we had to wait a while.”"
9,96,"“You could have come over ten years ago, if you’d wanted to,” the wife said. “What you always said was: ‘See America first!’ I will say we’ve seen a good deal, take it one way and another.”"
9,97,"“Say, there’s plenty of Americans on this train,” the husband said. “They’ve got seven cars of them from Dayton, Ohio. They’ve been on a pilgrimage to Rome, and now they’re going down to Biarritz and Lourdes.”"
9,98,"“So, that’s what they are. Pilgrims. Goddam Puritans,” Bill said."
9,99,“What part of the States you boys from?”
9,100,"“Kansas City,” I said. “He’s from Chicago.”"
9,101,“You both going to Biarritz?”
9,102,“No. We’re going fishing in Spain.”
9,103,"“Well, I never cared for it, myself. There’s plenty that do out where I come from, though. We got some of the best fishing in the State of Montana. I’ve been out with the boys, but I never cared for it any.”"
9,104,"“Mighty little fishing you did on them trips,” his wife said."
9,105,He winked at us.
9,106,"“You know how the ladies are. If there’s a jug goes along, or a case of beer, they think it’s hell and damnation.”"
9,107,"“That’s the way men are,” his wife said to us. She smoothed her comfortable lap. “I voted against prohibition to please him, and because I like a little beer in the house, and then he talks that way. It’s a wonder they ever find any one to marry them.”"
9,108,"“Say,” said Bill, “do you know that gang of Pilgrim Fathers have cornered the dining-car until half past three this afternoon?”"
9,109,“How do you mean? They can’t do a thing like that.”
9,110,“You try and get seats.”
9,111,"“Well, mother, it looks as though we better go back and get another breakfast.”"
9,112,She stood up and straightened her dress.
9,113,"“Will you boys keep an eye on our things? Come on, Hubert.”"
9,114,"They all three went up to the wagon restaurant. A little while after they were gone a steward went through announcing the first service, and pilgrims, with their priests, commenced filing down the corridor. Our friend and his family did not come back. A waiter passed in the corridor with our sandwiches and the bottle of Chablis, and we called him in."
9,115,"“You’re going to work to-day,” I said."
9,116,"He nodded his head. “They start now, at ten-thirty.”"
9,117,“When do we eat?”
9,118,“Huh! When do I eat?”
9,119,"He left two glasses for the bottle, and we paid him for the sandwiches and tipped him."
9,120,"“I’ll get the plates,” he said, “or bring them with you.”"
9,121,"We ate the sandwiches and drank the Chablis and watched the country out of the window. The grain was just beginning to ripen and the fields were full of poppies. The pastureland was green, and there were fine trees, and sometimes big rivers and chateaux off in the trees."
9,122,"At Tours we got off and bought another bottle of wine, and when we got back in the compartment the gentleman from Montana and his wife and his son, Hubert, were sitting comfortably."
9,123,“Is there good swimming in Biarritz?” asked Hubert.
9,124,"“That boy’s just crazy till he can get in the water,” his mother said. “It’s pretty hard on youngsters travelling.”"
9,125,"“There’s good swimming,” I said. “But it’s dangerous when it’s rough.”"
9,126,“Did you get a meal?” Bill asked.
9,127,"“We sure did. We set right there when they started to come in, and they must have just thought we were in the party. One of the waiters said something to us in French, and then they just sent three of them back.”"
9,128,"“They thought we were snappers, all right,” the man said. “It certainly shows you the power of the Catholic Church. It’s a pity you boys ain’t Catholics. You could get a meal, then, all right.”"
9,129,"“I am,” I said. “That’s what makes me so sore.”"
9,130,Finally at a quarter past four we had lunch. Bill had been rather difficult at the last. He buttonholed a priest who was coming back with one of the returning streams of pilgrims.
9,131,"“When do us Protestants get a chance to eat, father?”"
9,132,“I don’t know anything about it. Haven’t you got tickets?”
9,133,"“It’s enough to make a man join the Klan,” Bill said. The priest looked back at him."
9,134,Inside the dining-car the waiters served the fifth successive table d’hôte meal. The waiter who served us was soaked through. His white jacket was purple under the arms.
9,135,“He must drink a lot of wine.”
9,136,“Or wear purple undershirts.”
9,137,“Let’s ask him.”
9,138,“No. He’s too tired.”
9,139,"The train stopped for half an hour at Bordeaux and we went out through the station for a little walk. There was not time to get in to the town. Afterward we passed through the Landes and watched the sun set. There were wide fire-gaps cut through the pines, and you could look up them like avenues and see wooded hills way off. About seven-thirty we had dinner and watched the country through the open window in the diner. It was all sandy pine country full of heather. There were little clearings with houses in them, and once in a while we passed a sawmill. It got dark and we could feel the country hot and sandy and dark outside of the window, and about nine o’clock we got into Bayonne. The man and his wife and Hubert all shook hands with us. They were going on to LaNegresse to change for Biarritz."
9,140,"“Well, I hope you have lots of luck,” he said."
9,141,“Be careful about those bull-fights.”
9,142,"“Maybe we’ll see you at Biarritz,” Hubert said."
9,143,"We got off with our bags and rod-cases and passed through the dark station and out to the lights and the line of cabs and hotel buses. There, standing with the hotel runners, was Robert Cohn. He did not see us at first. Then he started forward."
9,144,"“Hello, Jake. Have a good trip?”"
9,145,"“Fine,” I said. “This is Bill Gorton.”"
9,146,“How are you?”
9,147,"“Come on,” said Robert. “I’ve got a cab.” He was a little near-sighted. I had never noticed it before. He was looking at Bill, trying to make him out. He was shy, too."
9,148,“We’ll go up to my hotel. It’s all right. It’s quite nice.”
9,149,"We got into the cab, and the cabman put the bags up on the seat beside him and climbed up and cracked his whip, and we drove over the dark bridge and into the town."
9,150,"“I’m awfully glad to meet you,” Robert said to Bill. “I’ve heard so much about you from Jake and I’ve read your books. Did you get my line, Jake?”"
9,151,"The cab stopped in front of the hotel and we all got out and went in. It was a nice hotel, and the people at the desk were very cheerful, and we each had a good small room."
10,0,"In the morning it was bright, and they were sprinkling the streets of the town, and we all had breakfast in a café. Bayonne is a nice town. It is like a very clean Spanish town and it is on a big river. Already, so early in the morning, it was very hot on the bridge across the river. We walked out on the bridge and then took a walk through the town."
10,1,"I was not at all sure Mike’s rods would come from Scotland in time, so we hunted a tackle store and finally bought a rod for Bill up-stairs over a drygoods store. The man who sold the tackle was out, and we had to wait for him to come back. Finally he came in, and we bought a pretty good rod cheap, and two landing-nets."
10,2,"We went out into the street again and took a look at the cathedral. Cohn made some remark about it being a very good example of something or other, I forget what. It seemed like a nice cathedral, nice and dim, like Spanish churches. Then we went up past the old fort and out to the local Syndicat d’Initiative office, where the bus was supposed to start from. There they told us the bus service did not start until the 1st of July. We found out at the tourist office what we ought to pay for a motor-car to Pamplona and hired one at a big garage just around the corner from the Municipal Theatre for four hundred francs. The car was to pick us up at the hotel in forty minutes, and we stopped at the café on the square where we had eaten breakfast, and had a beer. It was hot, but the town had a cool, fresh, early-morning smell and it was pleasant sitting in the café. A breeze started to blow, and you could feel that the air came from the sea. There were pigeons out in the square, and the houses were a yellow, sun-baked color, and I did not want to leave the café. But we had to go to the hotel to get our bags packed and pay the bill. We paid for the beers, we matched and I think Cohn paid, and went up to the hotel. It was only sixteen francs apiece for Bill and me, with ten per cent added for the service, and we had the bags sent down and waited for Robert Cohn. While we were waiting I saw a cockroach on the parquet floor that must have been at least three inches long. I pointed him out to Bill and then put my shoe on him. We agreed he must have just come in from the garden. It was really an awfully clean hotel."
10,3,"Cohn came down, finally, and we all went out to the car. It was a big, closed car, with a driver in a white duster with blue collar and cuffs, and we had him put the back of the car down. He piled in the bags and we started off up the street and out of the town. We passed some lovely gardens and had a good look back at the town, and then we were out in the country, green and rolling, and the road climbing all the time. We passed lots of Basques with oxen, or cattle, hauling carts along the road, and nice farmhouses, low roofs, and all white-plastered. In the Basque country the land all looks very rich and green and the houses and villages look well-off and clean. Every village had a pelota court and on some of them kids were playing in the hot sun. There were signs on the walls of the churches saying it was forbidden to play pelota against them, and the houses in the villages had red tiled roofs, and then the road turned off and commenced to climb and we were going way up close along a hillside, with a valley below and hills stretched off back toward the sea. You couldn’t see the sea. It was too far away. You could see only hills and more hills, and you knew where the sea was."
10,4,"We crossed the Spanish frontier. There was a little stream and a bridge, and Spanish carabineers, with patent-leather Bonaparte hats, and short guns on their backs, on one side, and on the other fat Frenchmen in kepis and mustaches. They only opened one bag and took the passports in and looked at them. There was a general store and inn on each side of the line. The chauffeur had to go in and fill out some papers about the car and we got out and went over to the stream to see if there were any trout. Bill tried to talk some Spanish to one of the carabineers, but it did not go very well. Robert Cohn asked, pointing with his finger, if there were any trout in the stream, and the carabineer said yes, but not many."
10,5,"I asked him if he ever fished, and he said no, that he didn’t care for it."
10,6,"Just then an old man with long, sunburned hair and beard, and clothes that looked as though they were made of gunny-sacking, came striding up to the bridge. He was carrying a long staff, and he had a kid slung on his back, tied by the four legs, the head hanging down."
10,7,"The carabineer waved him back with his sword. The man turned without saying anything, and started back up the white road into Spain."
10,8,“What’s the matter with the old one?” I asked.
10,9,“He hasn’t got any passport.”
10,10,I offered the guard a cigarette. He took it and thanked me.
10,11,“What will he do?” I asked.
10,12,The guard spat in the dust.
10,13,"“Oh, he’ll just wade across the stream.”"
10,14,“Do you have much smuggling?”
10,15,"“Oh,” he said, “they go through.”"
10,16,"The chauffeur came out, folding up the papers and putting them in the inside pocket of his coat. We all got in the car and it started up the white dusty road into Spain. For a while the country was much as it had been; then, climbing all the time, we crossed the top of a Col, the road winding back and forth on itself, and then it was really Spain. There were long brown mountains and a few pines and far-off forests of beech-trees on some of the mountainsides. The road went along the summit of the Col and then dropped down, and the driver had to honk, and slow up, and turn out to avoid running into two donkeys that were sleeping in the road. We came down out of the mountains and through an oak forest, and there were white cattle grazing in the forest. Down below there were grassy plains and clear streams, and then we crossed a stream and went through a gloomy little village, and started to climb again. We climbed up and up and crossed another high Col and turned along it, and the road ran down to the right, and we saw a whole new range of mountains off to the south, all brown and baked-looking and furrowed in strange shapes."
10,17,"After a while we came out of the mountains, and there were trees along both sides of the road, and a stream and ripe fields of grain, and the road went on, very white and straight ahead, and then lifted to a little rise, and off on the left was a hill with an old castle, with buildings close around it and a field of grain going right up to the walls and shifting in the wind. I was up in front with the driver and I turned around. Robert Cohn was asleep, but Bill looked and nodded his head. Then we crossed a wide plain, and there was a big river off on the right shining in the sun from between the line of trees, and away off you could see the plateau of Pamplona rising out of the plain, and the walls of the city, and the great brown cathedral, and the broken skyline of the other churches. In back of the plateau were the mountains, and every way you looked there were other mountains, and ahead the road stretched out white across the plain going toward Pamplona."
10,18,"We came into the town on the other side of the plateau, the road slanting up steeply and dustily with shade-trees on both sides, and then levelling out through the new part of town they are building up outside the old walls. We passed the bull-ring, high and white and concrete-looking in the sun, and then came into the big square by a side street and stopped in front of the Hotel Montoya."
10,19,"The driver helped us down with the bags. There was a crowd of kids watching the car, and the square was hot, and the trees were green, and the flags hung on their staffs, and it was good to get out of the sun and under the shade of the arcade that runs all the way around the square. Montoya was glad to see us, and shook hands and gave us good rooms looking out on the square, and then we washed and cleaned up and went down-stairs in the dining-room for lunch. The driver stayed for lunch, too, and afterward we paid him and he started back to Bayonne."
10,20,"There are two dining-rooms in the Montoya. One is up-stairs on the second floor and looks out on the square. The other is down one floor below the level of the square and has a door that opens on the back street that the bulls pass along when they run through the streets early in the morning on their way to the ring. It is always cool in the down-stairs dining-room and we had a very good lunch. The first meal in Spain was always a shock with the hors d’œuvres, an egg course, two meat courses, vegetables, salad, and dessert and fruit. You have to drink plenty of wine to get it all down. Robert Cohn tried to say he did not want any of the second meat course, but we would not interpret for him, and so the waitress brought him something else as a replacement, a plate of cold meats, I think. Cohn had been rather nervous ever since we had met at Bayonne. He did not know whether we knew Brett had been with him at San Sebastian, and it made him rather awkward."
10,21,"“Well,” I said, “Brett and Mike ought to get in to-night.”"
10,22,"“I’m not sure they’ll come,” Cohn said."
10,23,“Why not?” Bill said. “Of course they’ll come.”
10,24,"“They’re always late,” I said."
10,25,"“I rather think they’re not coming,” Robert Cohn said."
10,26,He said it with an air of superior knowledge that irritated both of us.
10,27,"“I’ll bet you fifty pesetas they’re here to-night,” Bill said. He always bets when he is angered, and so he usually bets foolishly."
10,28,"“I’ll take it,” Cohn said. “Good. You remember it, Jake. Fifty pesetas.”"
10,29,"“I’ll remember it myself,” Bill said. I saw he was angry and wanted to smooth him down."
10,30,"“It’s a sure thing they’ll come,” I said. “But maybe not to-night.”"
10,31,“Want to call it off?” Cohn asked.
10,32,“No. Why should I? Make it a hundred if you like.”
10,33,“All right. I’ll take that.”
10,34,"“That’s enough,” I said. “Or you’ll have to make a book and give me some of it.”"
10,35,"“I’m satisfied,” Cohn said. He smiled. “You’ll probably win it back at bridge, anyway.”"
10,36,"“You haven’t got it yet,” Bill said."
10,37,We went out to walk around under the arcade to the Café Iruña for coffee. Cohn said he was going over and get a shave.
10,38,"“Say,” Bill said to me, “have I got any chance on that bet?”"
10,39,“You’ve got a rotten chance. They’ve never been on time anywhere. If their money doesn’t come it’s a cinch they won’t get in to-night.”
10,40,"“I was sorry as soon as I opened my mouth. But I had to call him. He’s all right, I guess, but where does he get this inside stuff? Mike and Brett fixed it up with us about coming down here.”"
10,41,I saw Cohn coming over across the square.
10,42,“Here he comes.”
10,43,"“Well, let him not get superior and Jewish.”"
10,44,"“The barber shop’s closed,” Cohn said. “It’s not open till four.”"
10,45,"We had coffee at the Iruña, sitting in comfortable wicker chairs looking out from the cool of the arcade at the big square. After a while Bill went to write some letters and Cohn went over to the barber-shop. It was still closed, so he decided to go up to the hotel and get a bath, and I sat out in front of the café and then went for a walk in the town. It was very hot, but I kept on the shady side of the streets and went through the market and had a good time seeing the town again. I went to the Ayuntamiento and found the old gentleman who subscribes for the bull-fight tickets for me every year, and he had gotten the money I sent him from Paris and renewed my subscriptions, so that was all set. He was the archivist, and all the archives of the town were in his office. That has nothing to do with the story. Anyway, his office had a green baize door and a big wooden door, and when I went out I left him sitting among the archives that covered all the walls, and I shut both the doors, and as I went out of the building into the street the porter stopped me to brush off my coat."
10,46,"“You must have been in a motor-car,” he said."
10,47,The back of the collar and the upper part of the shoulders were gray with dust.
10,48,“From Bayonne.”
10,49,"“Well, well,” he said. “I knew you were in a motor-car from the way the dust was.” So I gave him two copper coins."
10,50,"At the end of the street I saw the cathedral and walked up toward it. The first time I ever saw it I thought the façade was ugly but I liked it now. I went inside. It was dim and dark and the pillars went high up, and there were people praying, and it smelt of incense, and there were some wonderful big windows. I knelt and started to pray and prayed for everybody I thought of, Brett and Mike and Bill and Robert Cohn and myself, and all the bull-fighters, separately for the ones I liked, and lumping all the rest, then I prayed for myself again, and while I was praying for myself I found I was getting sleepy, so I prayed that the bull-fights would be good, and that it would be a fine fiesta, and that we would get some fishing. I wondered if there was anything else I might pray for, and I thought I would like to have some money, so I prayed that I would make a lot of money, and then I started to think how I would make it, and thinking of making money reminded me of the count, and I started wondering about where he was, and regretting I hadn’t seen him since that night in Montmartre, and about something funny Brett told me about him, and as all the time I was kneeling with my forehead on the wood in front of me, and was thinking of myself as praying, I was a little ashamed, and regretted that I was such a rotten Catholic, but realized there was nothing I could do about it, at least for a while, and maybe never, but that anyway it was a grand religion, and I only wished I felt religious and maybe I would the next time; and then I was out in the hot sun on the steps of the cathedral, and the forefingers and the thumb of my right hand were still damp, and I felt them dry in the sun. The sunlight was hot and hard, and I crossed over beside some buildings, and walked back along side-streets to the hotel."
10,51,"At dinner that night we found that Robert Cohn had taken a bath, had had a shave and a haircut and a shampoo, and something put on his hair afterward to make it stay down. He was nervous, and I did not try to help him any. The train was due in at nine o’clock from San Sebastian, and, if Brett and Mike were coming, they would be on it. At twenty minutes to nine we were not half through dinner. Robert Cohn got up from the table and said he would go to the station. I said I would go with him, just to devil him. Bill said he would be damned if he would leave his dinner. I said we would be right back."
10,52,"We walked to the station. I was enjoying Cohn’s nervousness. I hoped Brett would be on the train. At the station the train was late, and we sat on a baggage-truck and waited outside in the dark. I have never seen a man in civil life as nervous as Robert Cohn—nor as eager. I was enjoying it. It was lousy to enjoy it, but I felt lousy. Cohn had a wonderful quality of bringing out the worst in anybody."
10,53,"After a while we heard the train-whistle way off below on the other side of the plateau, and then we saw the headlight coming up the hill. We went inside the station and stood with a crowd of people just back of the gates, and the train came in and stopped, and everybody started coming out through the gates."
10,54,"They were not in the crowd. We waited till everybody had gone through and out of the station and gotten into buses, or taken cabs, or were walking with their friends or relatives through the dark into the town."
10,55,"“I knew they wouldn’t come,” Robert said. We were going back to the hotel."
10,56,"“I thought they might,” I said."
10,57,Bill was eating fruit when we came in and finishing a bottle of wine.
10,58,"“Didn’t come, eh?”"
10,59,“No.”
10,60,"“Do you mind if I give you that hundred pesetas in the morning, Cohn?” Bill asked. “I haven’t changed any money here yet.”"
10,61,"“Oh, forget about it,” Robert Cohn said. “Let’s bet on something else. Can you bet on bull-fights?”"
10,62,"“You could,” Bill said, “but you don’t need to.”"
10,63,"“It would be like betting on the war,” I said. “You don’t need any economic interest.”"
10,64,"“I’m very curious to see them,” Robert said."
10,65,Montoya came up to our table. He had a telegram in his hand. “It’s for you.” He handed it to me.
10,66,It read: “Stopped night San Sebastian.”
10,67,"“It’s from them,” I said. I put it in my pocket. Ordinarily I should have handed it over."
10,68,"“They’ve stopped over in San Sebastian,” I said. “Send their regards to you.”"
10,69,"Why I felt that impulse to devil him I do not know. Of course I do know. I was blind, unforgivingly jealous of what had happened to him. The fact that I took it as a matter of course did not alter that any. I certainly did hate him. I do not think I ever really hated him until he had that little spell of superiority at lunch—that and when he went through all that barbering. So I put the telegram in my pocket. The telegram came to me, anyway."
10,70,"“Well,” I said. “We ought to pull out on the noon bus for Burguete. They can follow us if they get in to-morrow night.”"
10,71,"There were only two trains up from San Sebastian, an early morning train and the one we had just met."
10,72,"“That sounds like a good idea,” Cohn said."
10,73,“The sooner we get on the stream the better.”
10,74,"“It’s all one to me when we start,” Bill said. “The sooner the better.”"
10,75,"We sat in the Iruña for a while and had coffee and then took a little walk out to the bull-ring and across the field and under the trees at the edge of the cliff and looked down at the river in the dark, and I turned in early. Bill and Cohn stayed out in the café quite late, I believe, because I was asleep when they came in."
10,76,In the morning I bought three tickets for the bus to Burguete. It was scheduled to leave at two o’clock. There was nothing earlier. I was sitting over at the Iruña reading the papers when I saw Robert Cohn coming across the square. He came up to the table and sat down in one of the wicker chairs.
10,77,"“This is a comfortable café,” he said. “Did you have a good night, Jake?”"
10,78,“I slept like a log.”
10,79,"“I didn’t sleep very well. Bill and I were out late, too.”"
10,80,“Where were you?”
10,81,“Here. And after it shut we went over to that other café. The old man there speaks German and English.”
10,82,“The Café Suizo.”
10,83,“That’s it. He seems like a nice old fellow. I think it’s a better café than this one.”
10,84,"“It’s not so good in the daytime,” I said. “Too hot. By the way, I got the bus tickets.”"
10,85,“I’m not going up to-day. You and Bill go on ahead.”
10,86,“I’ve got your ticket.”
10,87,“Give it to me. I’ll get the money back.”
10,88,“It’s five pesetas.”
10,89,Robert Cohn took out a silver five-peseta piece and gave it to me.
10,90,"“I ought to stay,” he said. “You see I’m afraid there’s some sort of misunderstanding.”"
10,91,"“Why,” I said. “They may not come here for three or four days now if they start on parties at San Sebastian.”"
10,92,"“That’s just it,” said Robert. “I’m afraid they expected to meet me at San Sebastian, and that’s why they stopped over.”"
10,93,“What makes you think that?”
10,94,"“Well, I wrote suggesting it to Brett.”"
10,95,"“Why in hell didn’t you stay there and meet them then?” I started to say, but I stopped. I thought that idea would come to him by itself, but I do not believe it ever did."
10,96,He was being confidential now and it was giving him pleasure to be able to talk with the understanding that I knew there was something between him and Brett.
10,97,"“Well, Bill and I will go up right after lunch,” I said."
10,98,“I wish I could go. We’ve been looking forward to this fishing all winter.” He was being sentimental about it. “But I ought to stay. I really ought. As soon as they come I’ll bring them right up.”
10,99,“Let’s find Bill.”
10,100,“I want to go over to the barber-shop.”
10,101,“See you at lunch.”
10,102,I found Bill up in his room. He was shaving.
10,103,"“Oh, yes, he told me all about it last night,” Bill said. “He’s a great little confider. He said he had a date with Brett at San Sebastian.”"
10,104,“The lying bastard!”
10,105,"“Oh, no,” said Bill. “Don’t get sore. Don’t get sore at this stage of the trip. How did you ever happen to know this fellow, anyway?”"
10,106,“Don’t rub it in.”
